Scheme Name	Net Asset Value
Aditya Birla Sun Life Crisil-IBX AAA NBFC--HFC Index-Dec 2025 Fund-Direct IDCW Payout	10.5659
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Direct Growth	10.5659
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular Growth	10.5443
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Dec 2025 Fund-Regular IDCW Payout	10.5443
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Direct Growth	10.6271
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC INDEX-Sep 2026 Fund-Direct IDCW Payout	10.6272
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular Growth	10.6049
Aditya Birla Sun Life Crisil-IBX AAA NBFC-HFC Index-Sep 2026 Fund-Regular IDCW Payout	10.6049
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months  Debt Index Fund-Regular IDCW Payout	10.4062
Aditya Birla Sun Life Crisil-IBX financial Services 3 to 6 months Debt Index Fund-Direct Growth	10.4176
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 months Debt Index Fund-Direct IDCW Payout	10.4177
Aditya Birla Sun Life Crisil-IBX Financial Services 3 to 6 Months Debt Index Fund-Regular Growth	10.4062
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct Growth	10.2568
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Direct IDCW Payout	10.2576
Aditya Birla Sun Life Crisil-IBX Financial Services 9-12 Months Debt Index Fund-Regular Growth	10.2515
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct Growth	18.0365
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Direct-IDCW	18.0366
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular Growth	17.5804
Aditya Birla Sun Life Nifty 50 Equal Weight Index Fund-Regular IDCW	17.5802
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Direct Plan	257.436
Aditya Birla Sun Life Nifty 50 Index Fund - Growth - Regular Plan	251.9626
Aditya Birla Sun Life Nifty 50 Index Fund -DIRECT - IDCW	26.6147
Aditya Birla Sun Life Nifty 50 Index Fund -REGULAR - IDCW	25.7482
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct Growth	12.9882
Aditya Birla Sun Life Nifty India Defence Index Fund-Direct IDCW Payout	12.9887
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular IDCW Payout	12.908
Aditya Birla Sun Life Nifty India Defence Index Fund-Regular-Growth	12.9105
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Direct - Payout of IDCW	24.1017
Aditya Birla Sun Life Nifty Midcap 150 Index Fund - Regular - Payout of IDCW	23.4709
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Direct Growth	24.1021
Aditya Birla Sun Life Nifty Midcap 150 Index Fund-Regular Growth	23.4746
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct Growth	16.4783
Aditya Birla Sun Life Nifty Next 50 Index Fund-Direct IDCW	16.4682
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular Growth	16.1283
Aditya Birla Sun Life Nifty Next 50 Index Fund-Regular IDCW	16.142
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct Growth	12.4534
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Direct IDCW Payout	12.4532
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular Growth	12.3246
Aditya Birla Sun Life Nifty SDL Apr 2027 Index Fund-Regular-IDCW Payout	12.3246
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct Growth	12.4202
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Direct IDCW	12.4204
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular Growth	12.3477
Aditya Birla Sun Life Nifty SDL Plus PSU Bond SEP 2026 60:40 Index Fund-Regular IDCW	12.3485
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct Growth	12.125
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Direct IDCW	12.1248
Aditya Birla Sun Life Nifty SDL SEP 2025 Index Fund-Regular Growth	12.0714
Aditya Birla Sun Life Nifty SDL Sep 2025 Index Fund-Regular IDCW	12.0716
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct Growth	12.1346
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Direct IDCW	12.1339
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular Growth	12.0692
Aditya Birla Sun Life Nifty SDL SEP 2027 Index Fund-Regular IDCW	12.0692
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct - Payout of IDCW	21.6039
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Direct Growth	21.6078
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular - Payout of IDCW	21.0506
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund-Regular Growth	21.0485
ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH	10.1625
ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH	10.1579
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION	11.5933
ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION	11.5657
Axis BSE Sensex Index Fund - Direct Plan - Growth	11.3592
Axis BSE Sensex Index Fund - Direct Plan - IDCW	11.3592
Axis BSE Sensex Index Fund - Regular Plan - Growth	11.2767
Axis BSE Sensex Index Fund - Regular Plan - IDCW	11.2767
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - Growth	12.1884
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Direct Plan - IDCW	12.1914
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - Growth	12.1311
Axis CRISIL IBX 50:50 Gilt Plus SDL June 2028 Index Fund - Regular Plan - IDCW	12.1311
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN- IDCW	12.1224
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- DIRECT PLAN-GROWTH	12.1226
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-GROWTH	12.0688
AXIS CRISIL IBX 50:50 Gilt Plus SDL September 2027 Index Fund- REGULAR PLAN-IDCW	12.0688
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - Growth Option	11.3533
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Direct Plan - IDCW Option	11.3532
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - Growth Option	11.3387
Axis CRISIL IBX SDL June 2034 Debt Index Fund - Regular Plan - IDCW Option	11.3385
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - Growth	12.3575
Axis CRISIL IBX SDL May 2027 Index Fund - Direct Plan - IDCW	12.3571
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - Growth	12.2987
Axis CRISIL IBX SDL May 2027 Index Fund - Regular Plan - IDCW	12.2987
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - Growth Option	10.5732
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Direct Plan - IDCW Option	10.5732
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - Growth Option	10.5670
Axis CRISIL-IBX AAA Bond Financial Services - Sep 2027 Index Fund - Regular Plan - IDCW Option	10.5670
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - Growth Option	10.7011
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Direct Plan - IDCW Option	10.7011
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - Growth Option	10.6748
Axis CRISIL-IBX AAA Bond NBFC - Jun 2027 Index Fund - Regular Plan - IDCW Option	10.6748
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - Growth option	10.4978
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Direct Plan - IDCW option	10.5012
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - Growth option	10.4896
Axis CRISIL-IBX AAA Bond NBFC-HFC - Jun 2027 Index Fund - Regular Plan - IDCW option	10.4896
Axis Nifty 100 Index Fund - Direct Plan - Growth Option	22.6277
Axis Nifty 100 Index Fund - Direct Plan - IDCW	22.6599
Axis Nifty 100 Index Fund - Regular Plan - Growth Option	21.6534
Axis Nifty 100 Index Fund - Regular Plan - IDCW	21.6547
Axis Nifty 50 Index Fund - Direct Plan - Growth	14.9823
Axis Nifty 50 Index Fund - Direct Plan - IDCW	14.9823
Axis Nifty 50 Index Fund - Regular Plan - Growth Option	14.8321
Axis Nifty 50 Index Fund - Regular Plan - IDCW	14.8321
Axis Nifty 500 Index Fund - Direct Plan - Growth Option	10.0172
Axis Nifty 500 Index Fund - Regular Plan - Growth Option	9.9321
Axis Nifty Bank Index Fund - Direct Plan - Growth Option	11.4851
Axis Nifty Bank Index Fund - Direct Plan - IDCW Option	11.4851
Axis Nifty Bank Index Fund - Regular Plan - Growth Option	11.3778
Axis Nifty Bank Index Fund - Regular Plan - IDCW Option	11.3778
Axis Nifty IT Index Fund - Direct Plan - Growth	13.2361
Axis Nifty IT Index Fund - Direct Plan - IDCW	13.2361
Axis Nifty IT Index Fund - Regular Plan - Growth	13.0640
Axis Nifty IT Index Fund - Regular Plan - IDCW	13.0640
Axis Nifty Midcap 50 Index Fund - Direct Plan - Growth Option	19.9185
Axis Nifty Midcap 50 Index Fund - Direct Plan - IDCW Option	19.9178
Axis Nifty Midcap 50 Index Fund - Regular Plan - Growth Option	19.4494
Axis Nifty Midcap 50 Index Fund - Regular Plan - IDCW Option	19.4495
Axis Nifty Next 50 Index Fund - Direct Plan - Growth	16.4182
Axis Nifty Next 50 Index Fund - Direct Plan - IDCW	16.4180
Axis Nifty Next 50 Index Fund - Regular Plan - Growth	16.0682
Axis Nifty Next 50 Index Fund - Regular Plan - IDCW	16.0681
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - Growth	12.1674
Axis Nifty SDL September 2026 Debt Index Fund - Direct Plan - IDCW	12.1676
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan -  IDCW	12.1283
Axis Nifty SDL September 2026 Debt Index Fund - Regular Plan - Growth	12.1283
Axis Nifty Smallcap 50 Index Fund - Direct Plan - Growth Option	18.7551
Axis Nifty Smallcap 50 Index Fund - Direct Plan - IDCW	18.7550
Axis Nifty Smallcap 50 Index Fund - Regular Plan - Growth Option	18.3097
Axis Nifty Smallcap 50 Index Fund - Regular Plan - IDCW	18.3097
Axis Nifty500 Momentum 50 Index Fund - Direct Plan - Growth Option	11.2559
Axis Nifty500 Momentum 50 Index Fund - Regular Plan - Growth Option	11.2204
Axis Nifty500 Value 50 Index Fund - Direct Plan - Growth Option	9.7788
Axis Nifty500 Value 50 Index Fund - Regular Plan - Growth Option	9.7219
Bajaj Finserv Nifty 50 Index Fund - Direct - Growth	10.1042
Bajaj Finserv Nifty 50 Index Fund - Direct - IDCW	10.1042
Bajaj Finserv Nifty 50 Index Fund - Regular - Growth	10.0970
Bajaj Finserv Nifty 50 Index Fund - Regular - IDCW	10.0970
Bajaj Finserv Nifty Next 50 Index Fund - Direct - Growth	10.6215
Bajaj Finserv Nifty Next 50 Index Fund - Direct - IDCW	10.6215
Bajaj Finserv Nifty Next 50 Index Fund - Regular - Growth	10.6134
Bajaj Finserv Nifty Next 50 Index Fund - Regular - IDCW	10.6134
Bandhan BSE Healthcare Index Fund Direct Plan - Growth	9.9014
Bandhan BSE Healthcare Index Fund Regular Plan - Growth	9.8384
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.5929
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - DIRECT IDCW	10.9235
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.5380
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.8600
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT GROWTH	12.2012
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - DIRECT IDCW	10.5799
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR GROWTH	12.1218
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - NOV 2026 INDEX FUND - REGULAR IDCW	10.3959
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT - SEP27 INDEX FUND - DIRECT GROWTH	12.3021
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - DIRECT IDCW	10.5229
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR GROWTH	12.2230
BANDHAN CRISIL IBX 90:10 SDL PLUS GILT SEP27 INDEX FUND - REGULAR IDCW	10.5150
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - GROWTH	12.2045
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - DIRECT PLAN - IDCW	10.5294
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - GROWTH	12.1227
BANDHAN CRISIL IBX GILT APRIL 2026 INDEX FUND - REGULAR PLAN - IDCW	10.5004
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-Growth	13.1193
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Direct Plan-IDCW	10.4467
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-Growth	12.9805
BANDHAN CRISIL IBX Gilt April 2028 Index Fund Regular Plan-IDCW	10.4384
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT GROWTH	12.4379
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - DIRECT IDCW	11.2200
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR GROWTH	12.3647
BANDHAN CRISIL IBX GILT APRIL 2032 INDEX FUND - REGULAR IDCW	10.7974
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-Growth	13.0287
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Direct Plan-IDCW	10.4032
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-Growth	12.8908
BANDHAN CRISIL IBX Gilt June 2027 Index Fund Regular Plan-IDCW	10.3948
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-Growth	10.4454
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Direct Plan-IDCW	10.4454
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-Growth	10.4379
Bandhan CRISIL-IBX 10:90 Gilt Plus SDL Index - Dec 2029 Fund-Regular Plan-IDCW	10.4379
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Direct Plan - Growth	10.2380
Bandhan CRISIL-IBX Financial Services 3-6 Months Debt Index Fund - Regular Plan - Growth	10.2306
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - GROWTH	15.1430
BANDHAN NIFTY 100 INDEX FUND - DIRECT PLAN - IDCW	15.1403
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - GROWTH	14.8975
BANDHAN NIFTY 100 INDEX FUND - REGULAR PLAN - IDCW	14.8999
Bandhan Nifty 200 Quality 30 Index Fund - Direct Plan - Growth	9.6893
Bandhan Nifty 200 Quality 30 Index Fund - Regular Plan - Growth	9.6547
BANDHAN Nifty 50 Index Fund - Regular Plan - Growth	53.6053
BANDHAN Nifty 50 Index Fund - Regular Plan - IDCW	48.6532
BANDHAN Nifty 50 Index Fund-Direct Plan-Growth	55.1741
BANDHAN Nifty 50 Index Fund-Direct Plan-IDCW	50.1472
Bandhan Nifty 500 Momentum 50 Index Fund Direct Plan-Growth	9.1442
Bandhan Nifty 500 Momentum 50 Index Fund Regular Plan-Growth	9.1057
Bandhan Nifty 500 Value 50 Index Fund Direct Plan - Growth	9.7156
Bandhan Nifty 500 Value 50 Index Fund Regular Plan - Growth	9.6745
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - Growth	13.9134
Bandhan Nifty Alpha 50 Index Fund - Direct Plan - IDCW	13.9078
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - Growth	13.7618
Bandhan Nifty Alpha 50 Index Fund - Regular Plan - IDCW	13.7615
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Direct Plan - Growth	10.1433
Bandhan Nifty Alpha Low Volatility 30 Index Fund - Regular Plan - Growth	10.1117
Bandhan Nifty Bank Index Fund - Direct Plan - Growth	10.9328
Bandhan Nifty Bank Index Fund - Regular Plan - Growth	10.8610
Bandhan Nifty IT Index Fund - Direct Plan - Growth	12.8478
Bandhan Nifty IT Index Fund - Direct Plan - IDCW	12.8519
Bandhan Nifty IT Index Fund - Regular Plan - Growth	12.6979
Bandhan Nifty IT Index Fund - Regular Plan - IDCW	12.6967
Bandhan Nifty Midcap 150 Index Fund-Direct Plan-Growth	9.7033
Bandhan Nifty Midcap 150 Index Fund-Regular Plan-Growth	9.6516
Bandhan Nifty Next 50 Index Fund - Direct Plan - Growth	11.6875
Bandhan Nifty Next 50 Index Fund - Regular Plan - Growth	11.6585
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - Growth	12.3347
BANDHAN Nifty Smallcap 250 Index Fund - Direct Plan - IDCW	12.3347
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - Growth	12.2067
BANDHAN Nifty Smallcap 250 Index Fund - Regular Plan - IDCW	12.2072
Bandhan Nifty Total Market Index Fund - Direct Plan - Growth	10.0375
Bandhan Nifty Total Market Index Fund - Regular Plan - Growth	9.9750
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - DIRECT PLAN	15.4160
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - GROWTH - REGULAR PLAN	15.1123
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - DIRECT PLAN	15.3522
BANDHAN NIFTY100 LOW VOLATILITY 30 INDEX FUND - IDCW - REGULAR PLAN	15.1119
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - DIRECT PLAN	16.1618
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - GROWTH - REGULAR PLAN	15.8849
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - DIRECT PLAN	16.1450
BANDHAN NIFTY200 MOMENTUM 30 INDEX FUND - IDCW - REGULAR PLAN	15.8843
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - Growth option	11.6536
Baroda BNP Paribas Nifty 50 Index Fund - Direct Plan - IDCW option	11.6536
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - Growth option	11.5890
Baroda BNP Paribas Nifty 50 Index Fund - Regular Plan - IDCW option	11.5890
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Direct Plan - Growth Option	10.2942
Baroda BNP Paribas Nifty Midcap 150 Index Fund - Regular Plan - Growth Option	10.2489
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - Growth Option	12.0602
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Direct Plan - IDCW Option	10.0000
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - Growth Option	11.9732
Baroda BNP Paribas Nifty SDL December 2026 Index Fund - Regular Plan - IDCW Option	11.9733
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - Growth Option	12.2426
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Direct Plan - IDCW Option	11.4869
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - Growth Option	12.1601
Baroda BNP Paribas NIFTY SDL December 2028 Index Fund - Regular Plan - IDCW Option	11.3388
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Direct Plan - Growth Option	8.4007
Baroda BNP Paribas Nifty200 Momentum 30 Index Fund - Regular Plan - Growth Option	8.3662
DSP BSE SENSEX Next 30 Index Fund - Direct - Growth	11.0323
DSP BSE SENSEX Next 30 Index Fund - Direct - IDCW	11.0323
DSP BSE SENSEX Next 30 Index Fund - Regular - Growth	11.0052
DSP BSE SENSEX Next 30 Index Fund - Regular - IDCW	11.0052
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - Growth	12.4811
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Direct - IDCW	12.4811
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - Growth	12.4041
DSP CRISIL-IBX 50:50 Gilt Plus SDL - April 2033 Index Fund - Regular - IDCW	12.4041
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - Growth	25.9906
DSP Nifty 50 Equal Weight Index Fund - Direct Plan - IDCW	22.4098
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - Growth	25.0349
DSP Nifty 50 Equal Weight Index Fund - Regular Plan - IDCW	21.5874
DSP Nifty 50 Index Fund - Direct Plan - Growth	24.3275
DSP Nifty 50 Index Fund - Direct Plan - IDCW	20.8161
DSP Nifty 50 Index Fund - Regular Plan - Growth	24.0262
DSP Nifty 50 Index Fund - Regular Plan - IDCW	20.6676
DSP Nifty Bank Index Fund - Direct - Growth	11.4565
DSP Nifty Bank Index Fund - Regular - Growth	11.3755
DSP Nifty Healthcare Index Fund - Direct - IDCW	9.9834
DSP Nifty Healthcare Index Fund - Direct- Growth	9.9834
DSP Nifty Healthcare Index Fund - Regular - Growth	9.9825
DSP Nifty Healthcare Index Fund - Regular - IDCW	9.9825
DSP Nifty IT Index Fund - Direct - Growth	9.8569
DSP Nifty IT Index Fund - Direct - IDCW	9.8569
DSP Nifty IT Index Fund - Regular - Growth	9.856
DSP Nifty IT Index Fund - Regular - IDCW	9.856
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - Growth	14.883
DSP Nifty Midcap 150 Quality 50 Index Fund - Direct - IDCW	14.1385
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - Growth	14.6052
DSP Nifty Midcap 150 Quality 50 Index Fund - Regular - IDCW	13.8624
DSP Nifty Next 50 Index Fund - Direct Plan - Growth	26.243
DSP Nifty Next 50 Index Fund - Direct Plan - IDCW	22.6628
DSP Nifty Next 50 Index Fund - Regular Plan - Growth	25.7244
DSP Nifty Next 50 Index Fund - Regular Plan - IDCW	22.162
DSP Nifty Private Bank Index Fund - Direct - Growth	11.4497
DSP Nifty Private Bank Index Fund - Direct - IDCW	11.4497
DSP Nifty Private Bank Index Fund - Regular - Growth	11.4239
DSP Nifty Private Bank Index Fund - Regular - IDCW	11.4239
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - Growth	12.5475
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Direct - IDCW	12.5475
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - Growth	12.485
DSP Nifty SDL Plus G-Sec Jun 2028 30:70 Index Fund - Regular - IDCW	12.485
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - Growth	12.1506
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Direct - IDCW	12.1506
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - Growth	12.099
DSP Nifty SDL Plus G-Sec Sep 2027 50:50 Index Fund - Regular - IDCW	12.099
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - Growth	11.9235
DSP Nifty Smallcap250 Quality 50 Index Fund - Direct - IDCW	11.9235
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - Growth	11.7997
DSP Nifty Smallcap250 Quality 50 Index Fund - Regular - IDCW	11.1593
DSP Nifty Top 10 Equal Weight Index Fund - Direct - Growth	10.1318
DSP Nifty Top 10 Equal Weight Index Fund - Regular - Growth	10.0746
Edelweiss BSE Internet Economy Index Fund - Direct Plan - Growth	10.5892
Edelweiss BSE Internet Economy Index Fund - Direct Plan - IDCW	10.5892
Edelweiss BSE Internet Economy Index Fund - Regular Plan - Growth	10.5806
Edelweiss BSE Internet Economy Index Fund - Regular Plan - IDCW	10.5806
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - Growth	12.972
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Direct Plan - IDCW Option	12.972
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - Growth	12.8763
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL April 2037 Index Fund - Regular Plan - IDCW Option	12.8766
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - Growth	12.3925
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Direct Plan - IDCW	12.3919
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - Growth	12.3107
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL June 2027 Index Fund - Regular Plan - IDCW	12.3111
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - Growth	12.5137
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Direct Plan - IDCW	12.514
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - Growth	12.4282
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Sep 2028 Index Fund - Regular Plan - IDCW	12.4283
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - Growth	12.1393
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Direct Plan - IDCW	12.1395
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - Growth	12.0144
Edelweiss CRISIL IBX 50:50 Gilt Plus SDL Short Duration Index fund - Regular Plan - IDCW	12.0154
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - Growth Option	10.374
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Direct Plan - IDCW Option	10.374
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - Growth Option	10.3667
Edelweiss CRISIL IBX AAA Bond NBFC HFC Jun 2027 Index Fund - Regular Plan - IDCW Option	10.3667
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - Growth	10.565
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Direct - IDCW - Payout	10.565
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - Growth	10.55
Edelweiss CRISIL IBX AAA Financial Services - Jan 2028 Index Fund - Regular - IDCW - Payout	10.55
